cod_ibge,Municipio,nome_microrregiao,nome_mesorregiao,idx_gobernanza,idx_biodiv,idx_vulnerabilidad,idx_riesgo_total,idx_riesgo_salud,idx_riesgo_clima,idx_riesgo_nutricion,cat_vulnerabilidad,categoria_gap
352990,Miracatu,Registro,Litoral Sul Paulista,0.246,83.82857145327122,22.985449514371275,58.48712413791448,77.5,38.42857142857143,60.578477832429535,Alta,GAP_CRITICO
353110,Mongaguá,Itanhaém,Litoral Sul Paulista,0.5599999999999999,80.15297623862418,23.32640738500776,41.285714285714285,67.5,35.714285714285715,0.0,Alta,DESARROLLO
353720,Pedro de Toledo,Itanhaém,Litoral Sul Paulista,0.466,79.44656065216026,23.746460814084315,55.976928990520136,67.5,44.12337662337662,56.63789170584741,Alta,DESARROLLO
354100,Praia Grande,Santos,Metropolitana de São Paulo,0.606,79.51126424176078,13.95237634909582,69.92207792207793,80.0,94.8051948051948,0.0,Media,MODELO
352210,Itanhaém,Itanhaém,Litoral Sul Paulista,0.704,79.126641685178,13.486822523494835,71.2189360625686,75.0,89.6103896103896,26.873901092063836,Media,MODELO
355100,São Vicente,Santos,Metropolitana de São Paulo,0.8,72.0532395351657,16.351724535376814,64.203944603722,77.5,40.90909090909091,84.20154120042817,Media,DESARROLLO
352320,Itararé,Itapeva,Itapetininga,0.65,76.66659558594479,5.468286262054567,54.70038785560021,55.0,37.662337662337656,88.17726395332572,Baja,MODELO
355350,Tapiraí,Piedade,Macro Metropolitana Paulista,0.21,85.35937635853132,25.000578668414114,45.98146008217832,47.5,38.42857142857143,58.05015755374875,Alta,GAP_CRITICO
351870,Guarujá,Santos,Metropolitana de São Paulo,0.746,77.81114121155542,14.692867851829432,33.0,82.5,0.0,0.0,Media,MODELO
355385,Taquarivaí,Itapeva,Itapetininga,0.2799999999999999,86.95002953464662,24.66993866851033,34.918796619647395,17.5,25.324675324675326,88.9446324488863,Alta,GAP_CRITICO
352620,Juquitiba,Itapecerica da Serra,Metropolitana de São Paulo,0.4640000000000001,87.9017037251549,23.860892308198437,58.11279418460815,70.0,55.759740259740255,39.04449040356021,Alta,DESARROLLO
351020,Capão Bonito,Capão Bonito,Itapetininga,0.544,89.88726751200858,8.194694536937387,56.1032688636062,60.0,37.01298701298701,86.49037029205698,Baja,MODELO
351350,Cubatão,Santos,Metropolitana de São Paulo,0.5559999999999999,88.87586222596576,17.417166441901514,62.064935064935064,67.5,87.66233766233765,0.0,Media,DESARROLLO
354995,São Lourenço da Serra,Itapecerica da Serra,Metropolitana de São Paulo,0.2699999999999999,89.83882350262927,27.56823886632088,58.564947127392756,62.5,62.36363636363637,43.097462909691,Alta,GAP_CRITICO
351510,Embu-Guaçu,Itapecerica da Serra,Metropolitana de São Paulo,0.492,93.02711316502376,16.507994023460046,63.12046606898001,62.5,64.31818181818181,61.96596670853641,Media,DESARROLLO
354350,Riversul,Itapeva,Itapetininga,0.3059999999999999,78.48664374985768,18.40603346734511,39.814914932932936,25.0,28.57142857142857,91.93171752180753,Media,GAP_CRITICO
355020,São Miguel Arcanjo,Piedade,Macro Metropolitana Paulista,0.526,95.19663481047156,13.90991328880582,50.96213019117308,50.0,34.41558441558442,85.97948212469656,Media,MODELO
354850,Santos,Santos,Metropolitana de São Paulo,0.8460000000000001,70.58072371319352,9.486783069065108,76.72750905519689,90.0,76.9090909090909,49.81936345780264,Baja,MODELO
352040,Ilhabela,Caraguatatuba,Vale do Paraíba Paulista,0.6900000000000001,0.0,13.449453752587589,31.0,77.5,0.0,0.0,Media,MODELO
353790,Pilar do Sul,Piedade,Macro Metropolitana Paulista,0.5700000000000001,94.33720643999624,11.348009353963477,57.8790432758216,57.5,43.50649350649351,87.38222936612098,Baja,MODELO
354410,Rio Grande da Serra,São Paulo,Metropolitana de São Paulo,0.39,94.5864730120426,20.275815597619307,62.43542157165416,50.0,76.21428571428572,59.748536429699314,Alta,DESARROLLO
352170,Itaberá,Itapeva,Itapetininga,0.51,80.68563676330483,15.194378915966585,41.73391497981699,27.5,31.16883116883117,91.33191256142258,Media,MODELO
352220,Itapecerica da Serra,Itapecerica da Serra,Metropolitana de São Paulo,0.526,91.65689666947436,19.42103135962591,72.54542825385417,75.0,78.85714285714286,55.01285555498513,Media,DESARROLLO
351380,Diadema,São Paulo,Metropolitana de São Paulo,0.65,51.37728504109096,16.98066824827377,71.66233766233768,85.0,94.15584415584416,0.0,Media,DESARROLLO
355070,São Sebastião,Caraguatatuba,Vale do Paraíba Paulista,0.716,75.93935609620726,15.46650473278476,69.34825357738146,97.5,44.8051948051948,62.13087827651772,Media,MODELO
350635,Bertioga,Santos,Metropolitana de São Paulo,0.626,81.09617737244722,17.364535793376024,50.40259740259741,82.5,43.50649350649351,0.0,Media,DESARROLLO
354870,São Bernardo do Campo,São Paulo,Metropolitana de São Paulo,0.72,84.22154938875858,10.447674067733953,81.17856226707582,92.5,83.11688311688312,54.65904510161283,Baja,MODELO
353780,Piedade,Piedade,Macro Metropolitana Paulista,0.574,89.3977106680292,17.33256865542958,53.23708680697577,65.0,29.87012987012987,76.44517429461911,Media,DESARROLLO
354330,Ribeirão Pires,São Paulo,Metropolitana de São Paulo,0.564,96.50761490654938,11.371739942772956,48.8444078557896,60.0,31.16883116883117,61.88437694128568,Baja,MODELO
352940,Mauá,São Paulo,Metropolitana de São Paulo,0.76,81.06829153152415,13.71723683725223,81.23746461162035,82.5,87.01298701298701,67.16134903212769,Media,MODELO
351500,Embu das Artes,Itapecerica da Serra,Metropolitana de São Paulo,0.744,95.85733148177653,20.91646925849556,77.12931653214939,77.5,85.35714285714286,59.932296946461264,Alta,DESARROLLO
354780,Santo André,São Paulo,Metropolitana de São Paulo,0.6599999999999999,66.97088351128005,8.629768491775197,78.69349287667707,90.0,85.06493506493507,43.337594253515235,Baja,MODELO
354880,São Caetano do Sul,São Paulo,Metropolitana de São Paulo,0.536,0.8598356363967863,3.797281843974258,38.83116883116883,75.0,22.07792207792208,0.0,Baja,MODELO
351970,Ibiúna,Piedade,Macro Metropolitana Paulista,0.502,89.37515276092918,16.771599991465052,53.26738816156341,70.0,25.974025974025977,74.38888885976509,Media,DESARROLLO
355280,Taboão da Serra,Itapecerica da Serra,Metropolitana de São Paulo,0.71,97.98643203496704,20.43541162968602,69.32467532467533,85.0,88.3116883116883,0.0,Alta,DESARROLLO
352240,Itapeva,Itapeva,Itapetininga,0.546,83.12880365910107,8.708931072440823,61.04233944674475,72.5,35.064935064935064,90.08182710385363,Baja,MODELO
355645,Vargem Grande Paulista,Itapecerica da Serra,Metropolitana de São Paulo,0.432,89.79540731538356,10.775028004390649,57.60144446901411,62.5,41.55844155844156,79.8903392281874,Baja,MODELO
354530,Salto de Pirapora,Sorocaba,Macro Metropolitana Paulista,0.35,97.96417856694306,9.87569085488083,52.64613893487834,57.5,28.57142857142857,91.08783753153455,Baja,OPORTUNIDAD
351300,Cotia,Itapecerica da Serra,Metropolitana de São Paulo,0.434,89.33672298971538,14.581000142615157,63.922145219404186,87.5,36.36363636363637,71.88345336974821,Media,MODELO
350800,Buri,Itapeva,Itapetininga,0.402,86.38852877260584,11.91519729929218,40.72574974197747,37.5,20.77922077922078,87.07030715144577,Baja,MODELO
355110,Sarapuí,Sorocaba,Macro Metropolitana Paulista,0.5660000000000001,95.8616748121583,17.734507616054092,45.592299247915406,40.0,31.16883116883117,85.62383390191468,Media,DESARROLLO
351260,Coronel Macedo,Itapeva,Itapetininga,0.396,78.43039588408035,18.441463346539265,31.12341450231417,5.0,25.974025974025977,93.66902056351887,Media,DESARROLLO
355700,Votorantim,Sorocaba,Macro Metropolitana Paulista,0.74,93.83768285420894,7.413236948095242,73.62482500926609,80.0,60.57142857142857,86.98126790347334,Baja,MODELO
352500,Jandira,Osasco,Metropolitana de São Paulo,0.5399999999999999,99.96699068909776,16.152865952509327,59.103896103896105,80.0,67.75974025974025,0.0,Media,DESARROLLO
351570,Ferraz de Vasconcelos,Mogi das Cruzes,Metropolitana de São Paulo,0.362,60.5373688164455,19.11097551780913,53.06969006606523,65.0,38.31168831168831,58.725073706949516,Media,DESARROLLO
351060,Carapicuíba,Osasco,Metropolitana de São Paulo,0.526,57.73157738976027,17.669104664277185,58.288311688311694,82.5,63.22077922077922,0.0,Media,DESARROLLO
350945,Campina do Monte Alegre,Itapetininga,Itapetininga,0.196,87.43911798195221,14.61492182044972,37.47202114322343,12.5,35.714285714285715,90.9315342875457,Media,OPORTUNIDAD
350660,Biritiba Mirim,Mogi das Cruzes,Metropolitana de São Paulo,0.256,91.83669738567632,16.25189823718267,50.85117314912935,45.0,42.85714285714286,78.54158003136101,Media,GAP_CRITICO
353980,Poá,Mogi das Cruzes,Metropolitana de São Paulo,0.6859999999999999,25.960115646413307,17.928740326657636,38.285714285714285,60.0,35.714285714285715,0.0,Media,DESARROLLO
352250,Itapevi,Osasco,Metropolitana de São Paulo,0.5,89.69742729730885,18.011926119645743,63.717849899877365,80.0,41.55844155844156,75.47236638250368,Media,DESARROLLO
352280,Itaporanga,Itapeva,Itapetininga,0.4439999999999999,77.59748094462493,14.819787792067489,43.75338317872886,37.5,25.324675324675326,93.11756524429364,Media,MODELO
350075,Alambari,Itapetininga,Itapetininga,0.156,94.71089272236615,19.337338241652134,42.693185992710625,27.5,35.064935064935064,88.336059833683,Media,GAP_CRITICO
355250,Suzano,Mogi das Cruzes,Metropolitana de São Paulo,0.646,90.29577043031183,15.608746733791769,62.807037953795614,80.0,34.41558441558442,85.20402093780925,Media,MODELO
351050,Caraguatatuba,Caraguatatuba,Vale do Paraíba Paulista,0.7300000000000001,80.2265709164105,10.961726854154293,63.752344918701354,82.5,68.65584415584416,16.45003628181843,Baja,MODELO
354500,Salesópolis,Mogi das Cruzes,Metropolitana de São Paulo,0.49,86.85771632730405,17.075907990792178,38.22127537650411,27.5,27.92207792207792,80.26222103836471,Media,DESARROLLO
350570,Barueri,Osasco,Metropolitana de São Paulo,0.526,96.04359830758165,12.91523731393113,60.15155146476829,82.5,30.519480519480517,74.71879628488041,Baja,MODELO
350115,Alumínio,Sorocaba,Macro Metropolitana Paulista,0.25,94.0886926036378,15.264324372755611,62.7828953736486,50.0,66.85714285714286,80.20019115395725,Media,OPORTUNIDAD
353440,Osasco,Osasco,Metropolitana de São Paulo,0.6799999999999999,63.48698652634729,13.982576985269931,52.506493506493506,97.5,33.76623376623377,0.0,Media,MODELO
350500,Barão de Antonina,Itapeva,Itapetininga,0.2659999999999999,75.41686586078406,28.58934985387056,29.981576875714108,15.0,14.285714285714285,91.33645580714196,Alta,GAP_CRITICO
350290,Araçoiaba da Serra,Sorocaba,Macro Metropolitana Paulista,0.38,95.66355460111012,9.683565037865462,54.04019975785255,62.5,27.92207792207792,89.35684294510688,Baja,MODELO
352840,Mairinque,Sorocaba,Macro Metropolitana Paulista,0.286,93.0059095370796,12.977827218176632,68.90176770967737,72.5,61.15584415584416,77.19715023669853,Baja,OPORTUNIDAD
352310,Itaquaquecetuba,Mogi das Cruzes,Metropolitana de São Paulo,0.5,94.5204543902383,16.770922699758067,66.36363636363637,75.0,90.9090909090909,0.0,Media,DESARROLLO
355060,São Roque,Sorocaba,Macro Metropolitana Paulista,0.3359999999999999,91.22828087230056,12.941580030022928,61.107231571781426,77.5,40.259740259740255,70.01667733942661,Baja,OPORTUNIDAD
352230,Itapetininga,Itapetininga,Itapetininga,0.656,91.02424716605184,7.172616018636917,63.21572598384408,75.0,38.31168831168831,89.45525329584379,Baja,MODELO
355380,Taquarituba,Itapeva,Itapetininga,0.65,76.95806580284881,9.667337761383637,47.36755229053246,35.0,36.36363636363637,94.11048872538954,Baja,MODELO
355300,Taguaí,Ourinhos,Assis,0.2299999999999999,77.35224442407454,7.739649208598831,41.1462166513797,20.0,35.064935064935064,95.60121312702837,Baja,OPORTUNIDAD
354730,Santana de Parnaíba,Osasco,Metropolitana de São Paulo,0.6559999999999999,98.1775385717692,11.105526714758364,66.55397317591752,75.0,54.16883116883117,74.43220354192523,Baja,MODELO
351030,Capela do Alto,Sorocaba,Macro Metropolitana Paulista,0.27,95.14523062022307,12.25799067469548,48.27206876840826,52.5,22.727272727272727,90.90579838749584,Baja,OPORTUNIDAD
355030,São Paulo,São Paulo,Metropolitana de São Paulo,0.8859999999999999,61.96027429763389,14.990953052440572,83.05870590166614,100.0,78.57142857142857,58.15067236547357,Media,MODELO
350275,Araçariguama,Sorocaba,Macro Metropolitana Paulista,0.254,99.6203929246249,19.35981917118206,50.78190953524226,55.0,38.96103896103896,65.98746975413339,Media,GAP_CRITICO
355220,Sorocaba,Sorocaba,Macro Metropolitana Paulista,0.8859999999999999,88.1410066701573,8.471641529599676,90.69241895492726,100.0,81.16883116883116,91.12443243697396,Baja,MODELO
353060,Mogi das Cruzes,Mogi das Cruzes,Metropolitana de São Paulo,0.7699999999999999,93.43288446261924,14.992596197407012,59.40328383572965,70.0,39.6103896103896,77.79563995786904,Media,MODELO
354600,Santa Branca,São José dos Campos,Vale do Paraíba Paulista,0.32,94.90404534796356,15.247155155993172,51.604989708643785,47.5,39.6103896103896,83.80416932243969,Media,OPORTUNIDAD
352100,Iperó,Sorocaba,Macro Metropolitana Paulista,0.5,95.40810476886227,18.717734420890885,59.3921443837157,77.5,26.623376623376622,88.71396867182526,Media,DESARROLLO
350900,Caieiras,Franco da Rocha,Metropolitana de São Paulo,0.484,95.83513556582513,14.685622010644073,55.422913182331236,67.5,48.92207792207792,44.27041006750034,Media,MODELO
350390,Arujá,Guarulhos,Metropolitana de São Paulo,0.316,99.66990689097815,13.574553581761132,54.956008171929334,60.0,42.85714285714286,69.06575514536092,Media,OPORTUNIDAD
353910,Pirapora do Bom Jesus,Osasco,Metropolitana de São Paulo,0.17,97.29906167853346,18.54685791220318,48.57892103661146,55.0,30.519480519480517,71.85564414409625,Media,GAP_CRITICO
351830,Guararema,Mogi das Cruzes,Metropolitana de São Paulo,0.466,96.8570420405282,16.605704559926487,71.17022368265735,67.5,68.15584415584416,84.53943010159841,Media,DESARROLLO
353560,Paraibuna,Paraibuna/Paraitinga,Vale do Paraíba Paulista,0.37,92.3345752733144,19.78110471102494,46.67077069670054,57.5,16.883116883116884,84.58761971726891,Alta,DESARROLLO
350920,Cajamar,Osasco,Metropolitana de São Paulo,0.37,95.83365088917284,14.07068519109169,57.47793985043137,70.0,45.45454545454545,56.48060834306589,Media,MODELO
353230,Natividade da Serra,Paraibuna/Paraitinga,Vale do Paraíba Paulista,0.2299999999999999,91.86770613228148,29.213285455113304,33.062853838501056,37.5,13.636363636363635,63.04154191977802,Alta,GAP_CRITICO
351880,Guarulhos,Guarulhos,Metropolitana de São Paulo,0.8099999999999999,81.32449692604975,14.091458518194605,81.93068085456382,95.0,82.46753246753246,54.71833933775415,Media,MODELO
353580,Paranapanema,Avaré,Bauru,0.426,82.79787003521838,12.192648331309604,44.48504786352962,32.5,32.467532467532465,92.49017438258316,Baja,MODELO
355420,Tejupá,Ourinhos,Assis,0.22,80.27853396066925,22.42606356218586,37.7677646080853,20.0,29.22077922077922,90.39726459886803,Alta,GAP_CRITICO
350220,Angatuba,Itapetininga,Itapetininga,0.4,87.19569833427008,14.61356108598953,52.659538450120294,55.0,32.467532467532465,88.36262731553654,Media,MODELO
351540,Fartura,Ourinhos,Assis,0.436,74.74265266458258,11.9828212752016,41.399341070538156,30.0,26.623376623376622,93.74995210593751,Baja,MODELO
351850,Guareí,Itapetininga,Itapetininga,0.3199999999999999,89.10282354200669,23.6972100808214,39.97006456599263,22.5,32.467532467532465,89.91525789489822,Alta,GAP_CRITICO
351640,Franco da Rocha,Franco da Rocha,Metropolitana de São Paulo,0.6799999999999999,95.4938265092805,18.64826238445637,56.95291273501461,65.0,40.259740259740255,74.24508315559251,Media,DESARROLLO
351630,Francisco Morato,Franco da Rocha,Metropolitana de São Paulo,0.4359999999999999,94.51385252805792,20.57943950588085,83.02221287984104,72.5,95.45454545454545,79.20197349011424,Alta,DESARROLLO
352180,Itaí,Avaré,Bauru,0.3359999999999999,76.11947094042375,13.142651033569566,36.84287509685632,22.5,23.376623376623375,92.46112873103483,Media,OPORTUNIDAD
352850,Mairiporã,Franco da Rocha,Metropolitana de São Paulo,0.65,92.6793039908887,13.012168028287372,76.61724616369386,75.0,87.01298701298701,59.06025679249522,Baja,MODELO
354165,Quadra,Tatuí,Itapetininga,0.346,91.69065619198786,38.77383394830058,36.045676507251116,12.5,29.22077922077922,96.78682409469714,Alta,GAP_CRITICO
355400,Tatuí,Tatuí,Itapetininga,0.736,91.57852518442854,5.993934999448012,62.923844708231904,80.0,29.22077922077922,96.17766509960109,Baja,MODELO
350840,Cabreúva,Sorocaba,Macro Metropolitana Paulista,0.476,93.7007894532578,13.331927647470003,66.27277086525159,70.0,52.16883116883117,87.02619198859556,Media,MODELO
355540,Ubatuba,Caraguatatuba,Vale do Paraíba Paulista,0.666,78.69088316476788,15.216609597549445,74.2835356822155,82.5,79.5,47.41767841107749,Media,MODELO
355465,Torre de Pedra,Tatuí,Itapetininga,0.166,91.0274691274986,29.038835776760944,34.45951577908761,10.0,32.467532467532465,87.3625139603731,Alta,GAP_CRITICO
352490,Jambeiro,Paraibuna/Paraitinga,Vale do Paraíba Paulista,0.18,95.06423935404791,22.063726212928596,42.694498255854484,40.0,24.025974025974026,85.42054322732436,Alta,GAP_CRITICO
350700,Boituva,Tatuí,Itapetininga,0.6,94.86399573703513,9.631355497954733,54.686365373187684,62.5,27.27272727272727,93.88637232048386,Baja,MODELO
354680,Santa Isabel,Guarulhos,Metropolitana de São Paulo,0.512,98.08210308859886,15.46285829761148,55.438507795348414,60.0,35.064935064935064,87.06266884687194,Media,MODELO
355120,Sarutaiá,Ourinhos,Assis,0.256,78.30408025436132,18.03126601537979,34.438313361386946,10.0,29.87012987012987,92.451307066675,Media,GAP_CRITICO
355650,Várzea Paulista,Jundiaí,Macro Metropolitana Paulista,0.474,100.0,11.632646685467398,62.37299331092686,72.5,38.31168831168831,90.24158993125766,Baja,MODELO
352440,Jacareí,São José dos Campos,Vale do Paraíba Paulista,0.736,95.78732897762193,9.887142954986778,63.12288113638172,82.5,28.57142857142857,93.47154853905145,Baja,MODELO
354230,Redenção da Serra,Paraibuna/Paraitinga,Vale do Paraíba Paulista,0.412,94.44018964478136,32.062417108176334,35.210435564148256,27.5,25.324675324675326,70.40282717139064,Alta,DESARROLLO
352390,Itu,Sorocaba,Macro Metropolitana Paulista,0.63,96.69085683731376,10.802776048822334,76.89908023774878,85.0,63.4025974025974,87.69020638354911,Baja,MODELO
350960,Campo Limpo Paulista,Jundiaí,Macro Metropolitana Paulista,0.434,98.5272768982104,12.444784729365743,60.68379131776992,72.5,37.01298701298701,84.3929825628756,Baja,MODELO
351160,Cesário Lange,Tatuí,Itapetininga,0.206,93.14396612561744,13.017875869822918,51.05454686569547,42.5,37.01298701298701,96.2467603025033,Baja,OPORTUNIDAD
351150,Cerquilho,Tatuí,Itapetininga,0.35,92.00019350285696,6.504452884079006,48.0563156192073,42.5,29.87012987012987,95.54131835577674,Baja,OPORTUNIDAD
355460,Timburi,Ourinhos,Assis,0.166,79.60496147829672,26.15500591973498,26.915063696570403,10.0,12.337662337662337,89.89999380752734,Alta,GAP_CRITICO
350710,Bom Jesus dos Perdões,Bragança Paulista,Macro Metropolitana Paulista,0.246,91.27000812845914,10.81411775982547,49.93413180582789,57.5,25.974025974025977,82.72260708108749,Baja,OPORTUNIDAD
354520,Salto,Sorocaba,Macro Metropolitana Paulista,0.626,92.85540333566098,10.845823778939865,62.78931343135965,80.0,29.22077922077922,95.50500871523982,Baja,MODELO
353240,Nazaré Paulista,Bragança Paulista,Macro Metropolitana Paulista,0.256,95.7965000373996,26.74225849866013,50.29195656697604,50.0,40.90909090909091,69.64160101669842,Alta,GAP_CRITICO
354060,Porto Feliz,Sorocaba,Macro Metropolitana Paulista,0.716,94.81308749475318,15.991213175348545,66.35571425135541,72.5,45.45454545454545,95.86948034768609,Media,DESARROLLO
350310,Arandu,Avaré,Bauru,0.356,74.3292910045632,22.3610050758238,33.91073475724298,15.0,23.376623376623375,92.80042703296814,Alta,DESARROLLO
355000,São Luiz do Paraitinga,Paraibuna/Paraitinga,Vale do Paraíba Paulista,0.454,85.25958330266211,21.40543821027556,43.89151170512193,37.5,29.22077922077922,86.0160000840512,Alta,DESARROLLO
354050,Porangaba,Tatuí,Itapetininga,0.256,90.16805598201437,24.20101762251025,48.878946490647735,20.0,54.46103896103896,95.47265453116074,Alta,GAP_CRITICO
352590,Jundiaí,Jundiaí,Macro Metropolitana Paulista,0.8300000000000001,91.47227342510357,8.563304903817853,68.46976989667942,80.0,47.4025974025974,87.54365467820224,Baja,MODELO
353880,Piraju,Ourinhos,Assis,0.354,79.08695107792471,6.467454937534866,56.78330606395317,67.5,27.92207792207792,93.07237447561,Baja,MODELO
352585,Jumirim,Piracicaba,Piracicaba,0.2799999999999999,95.78451682537458,32.36503599558507,42.66528907048878,35.0,23.376623376623375,96.57319859919717,Alta,GAP_CRITICO
352400,Itupeva,Jundiaí,Macro Metropolitana Paulista,0.61,98.54403547143778,11.815564772494769,58.46665646438848,70.0,31.16883116883117,89.99561998428004,Baja,MODELO
352730,Louveira,Jundiaí,Macro Metropolitana Paulista,0.662,99.81553620378186,11.567025218462003,55.54354619463713,57.5,38.31168831168831,86.09435434980901,Baja,MODELO
353750,Pereiras,Tatuí,Itapetininga,0.29,91.60620379916018,19.6665006089792,42.53717550507702,27.5,29.87012987012987,97.94561778512538,Alta,GAP_CRITICO
355670,Vinhedo,Campinas,Campinas,0.5800000000000001,98.70735538507064,8.37773041444137,61.86555364687979,75.0,36.36363636363637,86.60049550712623,Baja,MODELO
352630,Lagoinha,Paraibuna/Paraitinga,Vale do Paraíba Paulista,0.2299999999999999,90.1071492928712,25.955307931852435,42.30371250168026,27.5,33.76623376623377,88.98609497593377,Alta,GAP_CRITICO
352050,Indaiatuba,Campinas,Campinas,0.86,91.18445090718689,8.547989578818258,70.2704487753876,82.5,45.45454545454545,95.44315296784708,Baja,MODELO
350410,Atibaia,Bragança Paulista,Macro Metropolitana Paulista,0.706,96.45635338844262,10.992311333004308,79.37330375474413,82.5,72.47402597402598,86.91846682566866,Baja,MODELO
353610,Pardinho,Botucatu,Bauru,0.286,88.05703424507887,18.23260328200443,43.766295530392156,27.5,36.36363636363637,91.10420492468803,Media,GAP_CRITICO
352020,Igaratá,São José dos Campos,Vale do Paraíba Paulista,0.18,99.30100063617036,21.411251218162985,46.88291092110208,45.0,32.467532467532465,79.47948967044546,Alta,GAP_CRITICO
354210,Rafard,Piracicaba,Piracicaba,0.3359999999999999,91.34165775035852,18.43102946287445,42.836767449153925,30.0,29.22077922077922,95.74227880421117,Media,GAP_CRITICO
351490,Elias Fausto,Campinas,Campinas,0.25,93.60177987605294,14.576968131698566,54.04395366115777,45.0,41.55844155844156,97.1028851889057,Media,OPORTUNIDAD
352090,Ipaussu,Ourinhos,Assis,0.366,65.45797318413966,12.672357970691644,50.876180211683575,37.5,41.55844155844156,96.26401794153472,Baja,MODELO
352520,Jarinu,Bragança Paulista,Macro Metropolitana Paulista,0.5820000000000001,98.37663165040766,13.733705253319796,52.879517909814794,47.5,42.85714285714286,83.68330383478822,Media,MODELO
