cod_ibge,year,cases_deng,cases_lept,cases_mala,cases_leiv,cases_ltan
353920,2012,10,0,0,0,0
353930,2012,120,9,0,0,2
353940,2012,5,0,0,0,0
353950,2012,180,1,0,0,2
353960,2012,10,0,0,0,0
353970,2012,1,0,0,0,0
353980,2012,23,6,0,0,0
353990,2012,2,0,0,0,0
354000,2012,19,0,0,0,0
354020,2012,972,0,0,0,0
354025,2012,5,0,0,0,0
354030,2012,7,0,0,0,0
354040,2012,5,0,0,0,2
354060,2012,331,16,2,0,0
354060,2012,2,16,2,0,0
354070,2012,76,0,0,0,0
354075,2012,1835,4,1,1,0
354080,2012,16,0,0,0,0
354085,2012,2,0,0,0,0
354090,2012,12,0,0,0,0
354100,2012,510,22,4,0,1
354100,2012,2,22,4,0,1
354105,2012,2,0,0,0,0
354110,2012,1,0,0,0,0
354120,2012,12,0,0,0,1
354130,2012,378,0,0,0,0
354140,2012,1565,23,9,46,0
354140,2012,9,23,9,46,0
354150,2012,167,0,0,0,0
354160,2012,37,1,0,0,1
354165,2012,2,0,0,0,0
354170,2012,6,0,0,0,0
354190,2012,6,1,0,0,0
354200,2012,4,0,0,0,0
354210,2012,1,0,0,0,0
354220,2012,31,2,0,0,0
354240,2012,20,0,0,0,0
354250,2012,9,0,0,0,0
354260,2012,35,4,1,0,1
354270,2012,1,0,0,0,0
354290,2012,5,0,0,0,0
354310,2012,1,0,0,0,0
354320,2012,3,0,0,0,0
354330,2012,18,6,0,0,0
354340,2012,3947,59,34,3,7
354340,2012,16,59,34,3,7
354350,2012,0,0,0,0,0
354360,2012,3,0,0,0,0
354370,2012,20,0,0,0,0
354380,2012,28,0,0,0,0
354390,2012,838,14,0,0,2
354400,2012,33,1,0,0,0
354410,2012,3,0,0,0,0
354420,2012,18,0,0,0,0
354425,2012,67,0,0,0,0
354430,2012,138,0,0,0,0
354440,2012,15,0,0,0,0
354450,2012,7,0,0,0,0
354460,2012,6,0,0,0,0
354470,2012,9,0,0,0,0
354480,2012,24,0,0,0,0
354490,2012,14,0,0,0,0
354500,2012,0,0,0,0,0
354510,2012,0,0,0,0,0
354515,2012,76,1,0,0,0
354520,2012,811,6,1,4,2
354530,2012,33,0,0,0,0
354540,2012,0,0,0,0,0
354560,2012,15,0,0,0,0
354570,2012,18,0,0,0,0
354580,2012,617,20,0,0,0
354600,2012,1,0,0,0,0
354610,2012,6,0,0,0,0
354620,2012,4,1,0,0,0
354630,2012,6,0,0,0,0
354640,2012,27,2,0,0,0
354650,2012,7,0,0,0,0
354660,2012,106,1,0,8,0
354660,2012,1,1,0,8,0
354670,2012,60,0,0,0,0
354680,2012,20,4,0,0,0
354690,2012,82,0,0,0,0
354710,2012,4,0,0,0,0
354720,2012,0,0,0,0,0
354730,2012,68,8,0,0,0
354740,2012,3,0,0,0,0
354750,2012,26,0,0,0,0
354760,2012,71,0,0,0,0
354765,2012,1,0,0,0,0
354770,2012,55,0,0,0,0
354780,2012,335,49,1,2,1
354790,2012,4,0,0,0,0
354800,2012,192,4,0,0,0
354805,2012,24,0,0,0,1
354810,2012,1,0,0,0,2
354830,2012,5,3,0,0,0
354840,2012,10,0,0,1,0
354850,2012,2546,107,44,2,3
354850,2012,7,107,44,2,3
354860,2012,4,0,0,0,0
354870,2012,293,47,0,0,1
354880,2012,91,15,1,0,0
354890,2012,306,5,0,0,0
354900,2012,0,0,0,0,0
354910,2012,62,2,0,0,0
354920,2012,3,0,0,0,0
354925,2012,6,0,0,0,0
354930,2012,4,0,0,0,0
354940,2012,32,0,0,0,0
354950,2012,9,0,0,0,0
354960,2012,0,0,0,0,0
354970,2012,46,1,0,0,0
354980,2012,6877,119,38,22,7
354980,2012,37,119,38,22,7
354990,2012,3136,92,7,0,1
354990,2012,9,92,7,0,1
354995,2012,5,3,0,0,0
355000,2012,6,2,0,0,0
355010,2012,16,0,0,0,0
355020,2012,12,5,0,0,0
355030,2012,8185,1112,193,34,60
355030,2012,12,1112,193,34,60
355040,2012,28,1,0,0,0
355060,2012,40,5,0,0,0
355070,2012,1437,2,2,0,1
355070,2012,9,2,2,0,1
355080,2012,3,0,0,0,0
355090,2012,40,0,0,0,0
355100,2012,640,31,0,0,0
355110,2012,0,0,0,0,0
355130,2012,0,0,0,0,0
355140,2012,21,0,0,0,0
355150,2012,212,0,0,0,1
355160,2012,12,11,0,0,1
355170,2012,215,4,0,0,0
355180,2012,9,2,0,0,8
355190,2012,26,1,0,0,0
355200,2012,8,0,0,0,0
355210,2012,3,0,0,0,2
355220,2012,4308,114,10,1,20
355220,2012,13,114,10,1,20
355230,2012,6,0,0,0,0
355240,2012,818,17,1,1,0
355250,2012,65,27,0,0,0
355255,2012,19,0,0,0,0
355260,2012,33,0,0,0,0
355270,2012,50,0,0,0,0
355280,2012,226,24,0,0,1
355290,2012,3,0,0,0,0
355300,2012,3,0,0,0,0
355310,2012,16,0,0,0,0
355320,2012,4,0,0,0,0
355330,2012,24,0,0,0,0
355340,2012,102,0,0,0,0
355360,2012,6,0,0,0,0
355365,2012,5,1,0,0,0
355370,2012,88,0,0,0,0
355380,2012,2,0,0,0,0
355385,2012,0,0,0,0,0
355390,2012,15,0,0,0,0
355395,2012,11,0,0,0,0
355400,2012,63,7,0,0,2
355410,2012,828,13,1,0,4
355430,2012,37,0,0,0,3
355440,2012,3,0,0,0,1
355450,2012,27,2,0,0,1
355460,2012,0,0,0,0,0
355465,2012,0,0,0,0,0
355470,2012,8,0,0,0,0
355475,2012,7,0,0,0,0
355480,2012,150,0,0,0,0
355490,2012,6,0,0,1,0
355500,2012,211,9,0,2,0
355500,2012,1,9,0,2,0
355510,2012,22,0,0,0,0
355520,2012,0,0,0,0,0
355530,2012,1,0,0,0,0
355535,2012,19,0,0,0,0
355540,2012,308,3,0,0,1
355550,2012,1,0,0,0,0
355560,2012,31,2,0,0,0
355570,2012,2,0,0,0,0
355580,2012,32,0,1,0,0
355600,2012,9,0,0,0,0
355610,2012,9,0,0,0,0
355620,2012,245,65,0,1,1
355630,2012,86,1,0,0,0
355640,2012,32,1,0,0,0
355645,2012,14,5,0,0,0
355650,2012,63,7,0,0,7
355660,2012,8,0,0,0,0
355670,2012,173,35,0,0,2
355680,2012,53,0,0,0,0
355690,2012,9,0,0,0,1
355695,2012,3,0,0,1,0
355700,2012,416,12,0,0,1
355700,2012,1,12,0,0,1
355710,2012,396,4,0,39,0
355710,2012,1,4,0,39,0
355715,2012,9,1,0,0,0
355720,2012,7,0,0,0,0
355730,2012,20,0,0,0,0
350075,2012,2,0,0,0,0
350270,2012,1,0,1,0,0
350310,2012,1,0,0,0,0
350535,2012,0,0,0,0,0
350990,2012,1,0,0,0,0
350995,2012,14,0,0,0,0
351512,2012,2,0,0,0,0
352020,2012,1,0,0,0,0
352280,2012,3,0,0,0,0
352660,2012,31,0,0,0,0
353090,2012,0,0,0,0,0
353215,2012,2,0,0,0,0
353380,2012,2,0,0,0,0
353680,2012,0,0,0,0,0
353850,2012,9,0,0,0,0
354050,2012,3,0,0,0,0
354180,2012,0,0,0,0,0
354230,2012,0,0,0,0,0
354280,2012,0,0,0,0,3
354323,2012,1,0,0,0,0
354550,2012,2,0,0,0,0
354625,2012,2,0,0,0,0
354700,2012,27,0,0,0,0
355050,2012,5,1,0,0,0
355120,2012,0,0,0,0,0
355495,2012,1,0,0,0,0
355590,2012,0,0,0,0,0
350060,2012,2,0,0,0,0
351260,2012,2,0,0,0,0
353282,2012,3,0,0,0,0
354820,2012,2,0,0,0,0
355420,2012,1,0,0,0,1
350540,2012,0,1,0,0,7
351565,2012,0,0,0,0,0
352215,2012,0,0,0,0,2
352265,2012,0,0,0,0,1
354010,2012,0,0,0,0,0
355350,2012,0,0,1,0,0
355635,2012,0,0,0,0,0
350945,2012,0,0,0,0,0
354325,2012,0,0,0,0,0
350315,2012,0,0,0,0,0
350715,2012,0,0,0,0,0
353170,2012,0,0,0,0,0
354300,2012,0,0,0,0,0
350010,2013,565,3,0,13,2
350020,2013,91,0,0,0,0
350030,2013,534,0,0,0,0
350040,2013,5,0,0,0,0
350050,2013,18,1,0,0,0
350055,2013,36,0,0,0,0
350070,2013,734,1,0,0,0
350080,2013,51,0,0,0,0
350090,2013,214,0,0,0,0
350090,2013,2,0,0,0,0
350100,2013,52,0,0,0,0
350110,2013,51,0,0,0,0
350115,2013,33,0,0,0,0
350120,2013,41,0,0,0,0
350130,2013,228,1,0,0,0
350140,2013,3,0,0,0,0
350150,2013,6,0,0,0,0
350160,2013,2039,25,0,0,0
350160,2013,16,25,0,0,0
350170,2013,325,11,1,0,1
350180,2013,150,0,0,0,0
350190,2013,129,21,0,0,2
350200,2013,1,0,0,0,0
350210,2013,3947,3,1,6,3
350210,2013,2,3,1,6,3
350220,2013,23,0,0,0,1
350230,2013,23,0,0,0,0
350240,2013,42,0,0,0,0
350250,2013,148,1,0,0,0
350250,2013,1,1,0,0,0
350260,2013,117,0,0,0,0
350275,2013,40,0,0,0,0
350280,2013,2360,0,3,15,0
350280,2013,3,0,3,15,0
350290,2013,35,0,0,0,0
350300,2013,265,0,0,0,0
350320,2013,1724,3,0,0,2
350320,2013,1,3,0,0,2
350330,2013,1987,10,0,0,0
350330,2013,1,10,0,0,0
350335,2013,78,0,0,0,0
350340,2013,21,1,0,0,0
350350,2013,21,1,0,0,0
350360,2013,15,0,0,0,0
350370,2013,56,0,0,0,0
350380,2013,599,1,0,0,0
350390,2013,64,16,1,0,0
350395,2013,27,0,0,0,0
350400,2013,1673,53,0,0,1
350400,2013,1,53,0,0,1
350410,2013,264,32,0,0,1
350410,2013,1,32,0,0,1
350420,2013,115,0,0,1,0
350430,2013,76,0,0,0,0
350440,2013,152,0,0,0,0
350450,2013,54,0,0,0,0
350460,2013,277,0,0,0,0
350470,2013,50,0,0,0,0
350480,2013,171,0,0,0,0
350490,2013,131,0,0,0,0
350500,2013,2,0,0,0,0
350510,2013,170,0,0,0,0
350510,2013,1,0,0,0,0
350520,2013,72,0,0,0,0
350530,2013,58,2,0,0,0
350550,2013,4740,5,0,1,4
350550,2013,1,5,0,1,4
350560,2013,678,0,0,0,0
350570,2013,969,70,1,1,0
350570,2013,4,70,1,1,0
350580,2013,99,0,0,4,1
350590,2013,319,4,0,0,1
350600,2013,9512,6,2,40,2
350610,2013,1525,6,0,0,0
350610,2013,2,6,0,0,0
350620,2013,48,0,0,0,0
350630,2013,10,1,0,0,0
350635,2013,1408,12,2,0,2
350635,2013,1,12,2,0,2
350640,2013,145,0,0,0,0
350650,2013,1164,1,2,25,5
350650,2013,2,1,2,25,5
350660,2013,1,1,0,0,0
350670,2013,189,0,0,0,0
350680,2013,20,0,0,0,0
350690,2013,14,0,0,0,0
350700,2013,71,1,0,0,0
350710,2013,7,2,0,0,0
350720,2013,25,0,0,0,0
350730,2013,19,0,0,0,0
350740,2013,130,1,0,0,0
350745,2013,6,0,0,0,0
350750,2013,196,24,3,0,4
350750,2013,1,24,3,0,4
350760,2013,168,36,0,0,0
350770,2013,15,0,0,0,0
350775,2013,24,0,0,0,0
350780,2013,306,0,0,0,0
350780,2013,1,0,0,0,0
350790,2013,45,0,0,0,0
350800,2013,29,1,0,0,1
350810,2013,390,0,1,0,0
350810,2013,1,0,1,0,0
350820,2013,139,0,0,0,0
350830,2013,12,0,0,0,0
350840,2013,29,0,0,0,3
350850,2013,151,4,0,1,0
350860,2013,756,1,0,0,0
350870,2013,19,4,0,0,0
350880,2013,56,0,0,0,0
350890,2013,16,0,0,0,0
350900,2013,486,2,0,0,0
350910,2013,89,0,0,0,0
350920,2013,120,5,0,0,0
350925,2013,586,2,0,0,2
350930,2013,169,0,0,0,0
350940,2013,86,0,0,0,0
350950,2013,13685,335,24,4,22
350950,2013,10,335,24,4,22
350960,2013,128,0,0,0,0
350970,2013,10,1,0,0,0
350980,2013,16,0,0,0,0
351000,2013,292,23,1,0,0
351010,2013,17,0,0,0,0
351015,2013,2,0,0,0,0
351020,2013,50,1,0,0,0
351030,2013,48,0,0,0,2
351040,2013,240,0,0,0,0
351050,2013,2930,6,0,0,0
351050,2013,3,6,0,0,0
351060,2013,186,27,0,0,0
351070,2013,122,0,0,0,0
351080,2013,143,0,0,0,0
351080,2013,1,0,0,0,0
351090,2013,2,0,0,0,0
351100,2013,867,0,0,1,0
351110,2013,1392,19,0,1,1
351120,2013,50,0,0,0,0
351130,2013,469,0,0,0,0
351140,2013,16,0,0,0,0
351150,2013,64,1,0,0,0
351160,2013,4,0,0,0,0
351170,2013,50,2,0,0,0
351190,2013,37,0,1,0,0
351200,2013,383,0,0,0,0
351210,2013,398,0,0,0,0
351220,2013,791,0,0,0,1
351230,2013,13,0,0,0,0
351240,2013,712,0,0,0,0
351250,2013,31,0,0,0,0
351270,2013,2,0,0,0,0
351280,2013,331,4,0,0,0
351290,2013,56,0,0,0,0
351300,2013,92,11,0,0,0
351310,2013,399,0,0,0,0
351320,2013,23,0,0,0,0
351330,2013,4,0,0,0,0
351340,2013,6535,6,0,0,0
351350,2013,5679,55,0,0,0
351360,2013,2,0,0,0,0
351370,2013,66,1,0,0,0
351380,2013,301,30,0,1,2
351385,2013,25,0,0,1,0
351390,2013,6,0,0,0,1
351400,2013,84,0,0,0,0
351410,2013,42,1,0,0,0
351420,2013,34,0,0,0,0
351430,2013,40,0,0,0,0
351440,2013,548,0,0,22,0
351450,2013,44,0,0,0,0
351460,2013,229,0,0,0,0
351470,2013,7,0,0,0,0
351480,2013,346,1,0,0,2
351490,2013,163,0,0,0,0
351492,2013,8,0,0,0,0
351495,2013,12,0,0,0,0
351500,2013,291,11,0,1,0
351510,2013,4,5,0,0,0
351515,2013,886,0,0,0,0
351518,2013,48,6,0,0,1
351519,2013,10,0,0,0,0
351520,2013,300,1,0,0,0
351530,2013,5,0,0,0,0
351535,2013,130,0,0,0,0
351540,2013,17,0,0,0,0
351550,2013,2107,6,4,10,1
351560,2013,113,0,0,0,0
351570,2013,36,33,0,0,0
351580,2013,77,0,0,0,0
351590,2013,70,0,0,0,0
351600,2013,141,0,0,1,0
351610,2013,3,1,0,0,0
351620,2013,1125,46,0,1,0
351620,2013,2,46,0,1,0
351630,2013,475,5,0,0,0
351640,2013,1063,10,0,0,0
351640,2013,2,10,0,0,0
351650,2013,25,0,0,0,0
351660,2013,37,0,0,0,0
351670,2013,89,0,0,0,0
351680,2013,39,0,0,0,0
351685,2013,36,0,0,0,0
351690,2013,98,0,0,0,0
351700,2013,146,0,0,0,0
351710,2013,34,0,0,0,0
351720,2013,75,0,0,0,0
351730,2013,16,0,0,0,0
351740,2013,2423,1,0,0,0
351750,2013,560,0,0,0,0
351750,2013,2,0,0,0,0
351760,2013,2,0,0,0,0
351770,2013,1002,0,0,0,0
351780,2013,634,0,2,1,0
351790,2013,180,1,0,0,0
351800,2013,44,0,0,0,0
351810,2013,20,0,0,0,0
351820,2013,510,0,0,0,0
351830,2013,41,42,0,0,2
351840,2013,926,12,0,0,3
351840,2013,1,12,0,0,3
351850,2013,10,1,0,0,0
351860,2013,227,0,0,0,0
351860,2013,1,0,0,0,0
351870,2013,2553,29,0,0,0
351880,2013,4264,195,0,1,0
351880,2013,2,195,0,1,0
351885,2013,225,0,0,0,0
351890,2013,14,0,0,0,0
351900,2013,197,0,0,0,0
351905,2013,14,0,0,0,0
351907,2013,4599,19,0,0,0
351910,2013,54,0,0,0,0
351920,2013,84,0,0,0,0
351925,2013,8,0,0,0,0
351930,2013,35,0,0,0,0
351940,2013,402,0,0,0,0
351950,2013,116,0,0,0,0
351960,2013,1615,0,0,0,0
351960,2013,1,0,0,0,0
351970,2013,31,6,0,0,1
351980,2013,213,0,0,0,1
351990,2013,101,1,0,0,0
352000,2013,49,0,0,0,0
352010,2013,242,0,0,0,0
352030,2013,807,0,0,0,5
352040,2013,1967,2,1,0,1
352040,2013,2,2,1,0,1
352042,2013,226,0,0,0,0
352044,2013,1302,0,0,0,0
352050,2013,1082,16,0,1,6
352050,2013,1,16,0,1,6
352060,2013,37,0,0,0,0
352070,2013,64,0,0,0,0
352080,2013,22,0,0,0,0
352090,2013,10,1,0,1,0
352100,2013,435,0,0,0,0
352110,2013,59,0,0,1,0
352110,2013,1,0,0,1,0
352115,2013,123,0,0,0,0
352120,2013,75,0,0,0,9
352130,2013,630,0,0,1,0
352140,2013,126,0,0,0,0
352150,2013,65,0,0,0,0
352160,2013,225,0,0,0,0
352170,2013,12,0,0,0,0
352180,2013,2,0,0,0,0
352190,2013,59,10,0,0,0
352200,2013,12,0,0,0,0
352210,2013,833,9,0,0,0
352220,2013,58,21,1,1,0
352230,2013,182,6,1,0,0
352240,2013,101,44,0,0,0
352250,2013,234,47,0,1,1
352250,2013,1,47,0,1,1
352260,2013,206,1,0,0,3
352270,2013,428,1,0,0,0
352270,2013,1,1,0,0,0
352290,2013,52,0,0,0,0
352300,2013,267,0,0,0,0
352310,2013,131,25,0,0,0
352320,2013,47,2,0,0,4
352320,2013,3,2,0,0,4
352330,2013,262,1,0,0,8
352340,2013,201,20,0,0,0
352350,2013,14,0,0,0,0
352360,2013,25,0,0,0,0
352370,2013,5,0,0,0,0
352380,2013,14,1,0,0,0
352390,2013,3626,17,0,0,1
352390,2013,7,17,0,0,1
352400,2013,31,1,0,0,3
352410,2013,1885,3,0,0,0
352410,2013,1,3,0,0,0
352420,2013,134,0,0,0,1
352430,2013,1341,14,0,0,1
352430,2013,1,14,0,0,1
352440,2013,505,25,1,2,0
352450,2013,287,0,1,0,0
352460,2013,2085,0,0,0,0
352470,2013,368,28,1,1,4
352470,2013,2,28,1,1,4
352480,2013,2822,5,1,18,1
352490,2013,1,0,0,0,0
352500,2013,143,2,0,0,0
352510,2013,2336,0,0,0,0
352510,2013,1,0,0,0,0
352520,2013,22,1,0,0,0
352530,2013,1014,16,1,0,0
352530,2013,5,16,1,0,0
352540,2013,18,0,0,0,0
352550,2013,2,1,0,0,1
352560,2013,12,0,0,0,0
352570,2013,362,0,0,0,0
352580,2013,18,0,0,0,0
352585,2013,23,0,0,0,0
352590,2013,1065,53,0,1,1
352590,2013,1,53,0,1,1
352600,2013,580,0,0,0,0
352610,2013,673,6,0,0,1
352620,2013,1,0,0,0,0
352630,2013,5,0,0,0,0
352640,2013,244,0,0,0,0
352650,2013,64,0,0,0,0
352670,2013,5294,0,1,0,0
352680,2013,163,1,1,0,0
352690,2013,2241,19,0,0,0
352690,2013,3,19,0,0,0
352700,2013,1,0,0,0,0
352710,2013,540,0,0,0,0
352710,2013,3,0,0,0,0
352720,2013,545,10,0,0,0
352725,2013,15,0,0,0,0
352730,2013,106,3,0,0,0
352740,2013,299,0,0,1,0
352750,2013,6,0,0,0,0
352760,2013,323,0,0,0,0
352770,2013,9,0,0,0,0
352780,2013,7,0,0,0,0
352790,2013,26,0,0,0,0
352800,2013,85,0,0,0,0
352810,2013,90,0,0,0,0
352820,2013,131,0,0,0,0
352830,2013,47,0,0,0,0
352840,2013,40,4,0,0,3
352850,2013,52,12,0,0,3
352850,2013,2,12,0,0,3
352860,2013,5,0,0,0,0
352870,2013,21,0,0,0,0
352880,2013,23,0,0,0,0
352885,2013,12,8,0,0,0
352890,2013,40,0,0,0,0
352900,2013,2601,16,11,26,2
352900,2013,1,16,11,26,2
352910,2013,38,0,0,0,0
352920,2013,171,0,0,0,0
352930,2013,1434,4,0,0,0
352940,2013,137,22,0,1,1
352950,2013,252,0,0,0,0
352960,2013,136,0,0,0,0
352965,2013,24,0,0,0,0
352970,2013,254,0,0,0,0
352970,2013,1,0,0,0,0
352980,2013,16,0,0,0,0
352990,2013,445,7,0,0,2
353000,2013,164,4,1,0,0
353010,2013,365,0,0,1,1
353020,2013,383,0,0,0,0
353020,2013,1,0,0,0,0
353030,2013,1918,0,0,0,0
353040,2013,241,0,0,0,0
353050,2013,876,2,0,0,0
353060,2013,129,36,0,0,0
353070,2013,771,4,0,1,2
353080,2013,480,7,0,0,0
353100,2013,45,0,0,0,1
353110,2013,438,7,0,0,0
353120,2013,1,0,0,0,0
353130,2013,278,7,0,0,0
353140,2013,351,0,0,0,0
353150,2013,618,1,0,0,0
353160,2013,36,0,0,1,0
353180,2013,148,1,0,0,0
353190,2013,1707,0,0,0,0
353200,2013,20,3,0,0,0
353205,2013,19,0,0,0,0
353210,2013,135,0,0,0,0
353220,2013,68,0,0,0,1
353220,2013,1,0,0,0,1
353230,2013,1,0,0,0,0
353240,2013,0,0,0,0,0
353250,2013,292,2,0,0,0
353260,2013,56,0,0,0,0
353270,2013,97,0,0,0,0
353280,2013,349,0,0,0,0
353284,2013,13,0,0,0,0
353286,2013,2,0,0,0,1
353290,2013,201,0,0,0,0
353300,2013,220,0,0,0,0
353310,2013,16,0,0,0,0
353320,2013,155,0,0,2,0
353325,2013,22,0,0,0,0
353330,2013,22,0,0,0,0
353340,2013,310,2,0,0,0
353350,2013,112,1,0,0,1
353360,2013,117,0,0,0,0
353370,2013,17,0,0,0,0
353390,2013,851,3,0,0,0
353400,2013,110,0,0,0,0
353410,2013,14,2,0,0,0
353420,2013,65,0,0,0,0
353430,2013,780,0,0,0,0
353440,2013,718,57,1,0,0
353450,2013,16,0,0,0,0
353460,2013,1466,0,0,3,0
353470,2013,243,5,1,0,1
353475,2013,190,0,0,0,0
353480,2013,84,0,0,1,1
353490,2013,220,0,0,1,0
353500,2013,117,0,0,0,0
353510,2013,272,0,0,0,7
353510,2013,1,0,0,0,7
353520,2013,100,0,0,0,0
353530,2013,99,4,0,0,0
353540,2013,437,0,0,0,0
353550,2013,1577,4,0,0,0
353560,2013,13,0,0,0,0
353570,2013,50,0,0,0,0
353580,2013,3,0,0,0,0
353590,2013,31,0,0,0,0
353600,2013,319,0,0,0,0
353610,2013,5,0,0,0,0
353620,2013,1373,68,0,1,1
353625,2013,6,0,0,0,0
353630,2013,33,1,0,0,0
353640,2013,43,0,0,0,0
353650,2013,1794,81,0,0,1
353657,2013,2,0,0,0,0
353660,2013,88,0,0,0,0
353670,2013,202,0,0,0,0
353690,2013,170,0,0,0,0
353700,2013,32,0,0,0,0
353710,2013,313,2,0,0,0
353715,2013,90,0,0,0,0
353720,2013,336,2,0,0,1
353730,2013,775,1,0,12,0
353740,2013,582,0,1,3,1
353750,2013,19,0,0,0,0
353760,2013,1126,6,0,0,0
353760,2013,1,6,0,0,0
353770,2013,16,0,1,0,1
353780,2013,74,14,0,0,0
353790,2013,18,1,0,0,0
353800,2013,2486,4,0,0,0
353800,2013,5,4,0,0,0
353810,2013,341,0,0,0,1
353820,2013,2,0,0,0,0
353830,2013,12,0,0,0,0
353860,2013,7,0,0,0,0
353870,2013,4857,124,0,0,0
353870,2013,1,124,0,0,0
353880,2013,26,6,0,0,4
353890,2013,376,0,0,0,0
353900,2013,88,0,0,0,0
353910,2013,24,1,0,0,0
353920,2013,133,0,0,0,0
353930,2013,497,11,0,0,2
353940,2013,135,1,0,0,0
353950,2013,804,0,0,0,0
353960,2013,464,0,0,0,0
353970,2013,33,0,0,0,0
353980,2013,25,3,0,0,0
353990,2013,21,0,0,0,0
354000,2013,246,1,0,0,0
354020,2013,717,4,0,0,0
354025,2013,62,0,0,0,0
354030,2013,306,0,0,0,0
354040,2013,133,0,0,0,0
354060,2013,288,16,0,0,2
354070,2013,334,0,0,0,1
354075,2013,340,8,1,0,0
354080,2013,175,0,0,0,0
354085,2013,32,0,0,0,0
354090,2013,114,0,0,0,0
354100,2013,8645,20,0,0,2
354105,2013,3,0,0,0,0
354110,2013,70,0,0,0,0
354120,2013,85,0,0,0,0
354130,2013,980,0,0,0,0
354140,2013,8202,17,1,46,4
354140,2013,1,17,1,46,4
354150,2013,681,0,0,0,0
354160,2013,104,0,0,1,0
354165,2013,1,0,0,0,0
354170,2013,91,0,0,0,0
354190,2013,875,1,0,0,0
354190,2013,1,1,0,0,0
354200,2013,13,0,0,0,0
354210,2013,14,2,0,0,0
354220,2013,379,1,2,1,0
354240,2013,304,0,0,0,0
354250,2013,28,0,0,0,0
354260,2013,2726,15,0,0,1
354270,2013,23,0,0,0,0
354290,2013,44,0,0,0,0
354310,2013,28,0,0,0,0
354310,2013,2,0,0,0,0
354320,2013,120,0,0,0,0
354330,2013,77,11,0,0,0
354340,2013,29414,67,31,1,11
354340,2013,11,67,31,1,11
354350,2013,5,0,0,0,0
354360,2013,97,0,0,0,0
354370,2013,232,0,0,0,0
354380,2013,122,0,0,0,0
354390,2013,2150,18,0,0,1
354390,2013,2,18,0,0,1
354400,2013,142,0,0,0,0
354410,2013,6,1,0,0,0
354420,2013,153,0,0,0,0
354425,2013,371,0,0,0,0
354430,2013,72,0,0,0,0
354430,2013,1,0,0,0,0
354440,2013,28,0,0,0,1
354450,2013,91,0,0,0,0
354460,2013,2,0,0,0,0
354470,2013,90,0,0,0,0
354480,2013,45,0,0,0,0
354490,2013,345,0,0,0,0
354500,2013,19,1,0,0,0
354510,2013,53,0,0,0,0
354515,2013,22,0,0,0,0
354520,2013,912,12,0,0,2
354520,2013,3,12,0,0,2
354530,2013,279,0,0,0,0
354540,2013,30,0,0,0,0
354560,2013,183,0,0,0,0
354570,2013,114,0,0,0,0
354580,2013,937,22,0,0,0
354580,2013,4,22,0,0,0
354600,2013,6,0,0,0,0
354610,2013,39,0,0,0,0
354620,2013,51,1,0,0,0
354630,2013,42,0,0,0,0
354640,2013,132,5,0,0,0
354650,2013,41,0,0,0,0
354660,2013,786,1,0,6,0
354660,2013,1,1,0,6,0
354670,2013,1341,1,0,1,0
354680,2013,22,13,0,0,0
354690,2013,31,0,0,0,0
354710,2013,18,0,0,0,0
354720,2013,7,0,0,0,0
354730,2013,179,14,0,0,0
354740,2013,67,0,0,0,0
354750,2013,109,0,0,0,0
354760,2013,273,0,0,0,0
354765,2013,21,0,0,0,0
354770,2013,727,0,0,0,0
354780,2013,994,46,0,1,2
354790,2013,13,0,0,0,0
354800,2013,149,5,0,0,0
354805,2013,50,0,0,0,0
354810,2013,4,0,0,0,1
354830,2013,24,0,0,0,0
354840,2013,60,0,1,0,0
354850,2013,15775,188,24,4,3
354850,2013,2,188,24,4,3
354860,2013,18,0,0,0,0
354870,2013,687,48,48,0,1
354870,2013,2,48,48,0,1
354880,2013,133,11,0,1,0
354890,2013,1076,6,0,0,1
354890,2013,1,6,0,0,1
354900,2013,121,0,0,0,0
354910,2013,211,1,0,0,0
354910,2013,1,1,0,0,0
354920,2013,21,2,0,0,0
354925,2013,12,0,0,0,0
354930,2013,7,0,0,0,0
354940,2013,1351,1,0,0,0
354950,2013,49,0,0,0,0
354960,2013,7,0,0,0,0
354970,2013,550,2,0,0,0
354980,2013,47807,144,44,49,7
354980,2013,32,144,44,49,7
354990,2013,7038,124,5,0,0
354990,2013,21,124,5,0,0
354995,2013,32,1,0,0,0
355000,2013,13,1,0,0,0
355010,2013,35,0,0,0,0
355020,2013,14,0,0,0,0
355030,2013,17293,1293,162,25,49
355030,2013,37,1293,162,25,49
355040,2013,236,0,0,0,0
355060,2013,139,13,0,0,1
355070,2013,4552,21,2,0,2
355070,2013,16,21,2,0,2
355080,2013,21,0,0,0,0
355090,2013,366,0,0,0,0
355100,2013,2930,43,2,0,0
355110,2013,18,0,0,0,0
355130,2013,14,0,0,0,0
355140,2013,129,0,0,0,0
355150,2013,675,0,0,0,2
355160,2013,14,10,0,0,0
355170,2013,870,6,0,0,0
355170,2013,2,6,0,0,0
355180,2013,443,2,0,0,4
355190,2013,259,0,0,0,0
355200,2013,12,1,0,0,0
355210,2013,13,5,0,0,2
355220,2013,18031,123,26,1,14
355220,2013,30,123,26,1,14
355230,2013,248,0,0,0,1
355240,2013,3299,28,0,1,0
355240,2013,6,28,0,1,0
355250,2013,118,18,0,0,1
355255,2013,87,0,0,0,0
355260,2013,175,5,1,0,0
355270,2013,163,0,0,0,0
