outcome,predictor,moderator,coef_predictor,p_predictor,coef_moderator,p_moderator,coef_interaction,p_interaction,aic_interaction,aic_additive,delta_aic,r2_marginal,n
fire_risk_index,forest_cover,pct_rural,-1.3824264156001709,0.08056065199427617,-2.059808653783007,0.00013168528710645838,1.1085181367413965,0.004361753780672434,4957.613722478514,4963.671934557147,-6.058212078633005,0.2333617793981895,645
fire_risk_index,mean_species_richness,pct_rural,1.0340872590580839,0.14586791809665411,-1.740328537345955,0.0007698378150401904,-0.7923093877803834,0.07646923883058972,4960.60919863078,4961.740592913486,-1.1313942827055143,0.22370397750997703,645
fire_risk_index,pol_deficit,pct_rural,3.7837341189606515,1.2926918020136433e-10,-2.310142010874328,2.6726818131674722e-06,-1.8925219682947665,3.356413014271185e-05,4883.698935117673,4898.667935344067,-14.9690002263942,0.30881777652726455,645
fire_risk_index,idx_gobernanza,pct_rural,3.7385634501536043,6.567166888239653e-15,-0.4588489153452343,0.38470191704770307,-0.5541870774445131,0.23439146270444067,4900.004968518657,4899.415951023229,0.5890174954274698,0.25729007603448295,645
fire_risk_index,UAI_env,pct_rural,1.6387784374196646,0.00019196813095216544,-1.4528150786387306,0.005335710975632153,-0.9636362198239008,0.03663835113774651,4947.378470521588,4949.722899339182,-2.3444288175942347,0.23263236919945443,645
fire_risk_index,UAI_Crisk,pct_rural,1.4730066269942237,0.002529465501326997,-1.4011024852781413,0.008615465713380774,-0.3582966502587224,0.4407444990955284,4956.121720281906,4954.715253993636,1.4064662882701668,0.22407436014074925,645
fire_risk_index,forest_cover,pct_preta,-1.3227621757180839,0.10287776233975071,1.3612662559143278,0.009649058483815918,-0.39361755883580285,0.2788659874993866,4968.714168566252,4967.886956772492,0.8272117937594885,0.22257912896847828,645
fire_risk_index,mean_species_richness,pct_preta,1.0737374543652771,0.13456658216918946,1.1443559105456689,0.024830254609686127,0.25969114367512997,0.5886535931367618,4970.46473432787,4968.757029615523,1.7077047123475495,0.21392647133718942,645
fire_risk_index,pol_deficit,pct_preta,4.2502801243361406,3.142968696923886e-11,2.404461956570343,1.9600471210499923e-06,1.0126961299267885,0.002548705649148364,4889.612978795003,4896.667092268313,-7.054113473310281,0.3054660242608081,645
fire_risk_index,idx_gobernanza,pct_preta,4.05562675513537,2.2502889894465068e-20,0.8541330925911335,0.07669736191885744,-0.9294264756649024,0.027559541556562747,4893.114819920456,4895.969852058399,-2.855032137942544,0.2648911055531293,645
fire_risk_index,UAI_env,pct_preta,1.966849303911886,5.387793947042472e-06,1.2114900374915207,0.016097813796779405,0.1269113135935797,0.765061083039622,4952.681351941559,4950.770614817979,1.9107371235804749,0.22770335055291094,645
fire_risk_index,UAI_Crisk,pct_preta,1.855361772215545,6.592156981121288e-05,1.039452767262868,0.038591624877213265,-1.2118616870160983,0.003970005371317623,4950.708777038468,4956.99069394994,-6.281916911471853,0.22979795327251554,645
fire_risk_index,forest_cover,pct_indigena,-0.8996238645984562,0.27161189672265407,-0.9993015307144646,0.039559761993741116,-1.6404187575803726,0.08887029700821786,4970.703011142259,4971.590117220501,-0.8871060782421409,0.21922767186636172,645
fire_risk_index,mean_species_richness,pct_indigena,1.1180449211804668,0.11464232019714017,-0.5545758906626002,0.2153005584385802,0.3445572035033322,0.6496883749015792,4973.507282595645,4971.713524185605,1.7937584100400272,0.21189227903107477,645
fire_risk_index,pol_deficit,pct_indigena,4.672144654613844,1.0065083447514953e-16,-0.555701524049318,0.2162594776784923,-0.015300022313165613,0.9880717899448532,4913.604355285166,4911.604578809358,1.9997764758081757,0.2789230350809437,645
fire_risk_index,idx_gobernanza,pct_indigena,3.8170363992666734,2.7231350640009004e-17,-1.8903587738889827,0.08978289019534107,-1.901276728000587,0.16351717486311934,4898.682522326057,4898.625043881095,0.05747844496181642,0.2614667058643463,645
fire_risk_index,UAI_env,pct_indigena,2.008273446764043,3.3491734443316548e-06,-1.3874907621952668,0.02491487756372385,1.0120075275608396,0.11893928405531853,4953.450187386352,4953.877160341075,-0.4269729547231691,0.22794935891885162,645
fire_risk_index,UAI_Crisk,pct_indigena,1.8308448021164576,0.00010715744875435565,-0.40941557441857,0.6358505799742207,0.3036777959919401,0.840335236856865,4961.308581783276,4959.34916094672,1.9594208365560917,0.21904743667333976,645
hydric_stress_risk,forest_cover,pct_pobreza,-0.018279278366289915,0.0016949862227363503,-0.06566969652348922,5.550928010220623e-42,-0.014904783149455621,0.018334321466793035,-990.4678242240825,-986.9359251672186,-3.5318990568639492,0.271640099263487,645
hydric_stress_risk,mean_species_richness,pct_pobreza,0.02344374659517299,0.00011602400312293008,-0.05791279574674896,2.1958754108548994e-31,0.0015586279622851979,0.755421412612195,-995.1524396696682,-997.0554010715605,1.9029614018922985,0.2777516397354996,645
hydric_stress_risk,pol_deficit,pct_pobreza,0.01487176830167265,0.011136903176545122,-0.06451279577084769,9.769514005673685e-40,0.00921317227833765,0.1345809649247429,-985.8797837549946,-985.6485442071235,-0.23123954787115508,0.2672316245202305,645
hydric_stress_risk,idx_gobernanza,pct_pobreza,-0.01773551252904144,0.0016136727906728241,-0.08099666050355979,8.343414605775049e-42,-0.032035593994327025,2.1405769381698274e-09,-1014.6289038644672,-981.7456142276633,-32.883289636803966,0.2980852376911335,645
hydric_stress_risk,UAI_env,pct_pobreza,-0.005399740689186422,0.23713510193104415,-0.06527452195111487,1.4205215624657663e-41,-0.019003812138556158,3.8158736212682e-05,-996.6997698341343,-981.9586968534354,-14.741072980698846,0.27921950594162187,645
hydric_stress_risk,UAI_Crisk,pct_pobreza,-0.009267937283365522,0.07214673266027091,-0.06926506081666249,1.0167455674746268e-39,-0.019484801815389398,0.00028858588960120173,-992.6741058192902,-981.6710796110656,-11.003026208224583,0.2749728678342497,645
hydric_stress_risk,forest_cover,pct_rural,0.004300618361940484,0.460729875925289,-0.05012066749719894,1.4637044211427853e-19,0.0024320677941690218,0.5294556872281779,-909.3706381099023,-910.9750805697399,1.6044424598376281,0.17680645873034975,645
hydric_stress_risk,mean_species_richness,pct_rural,0.036644035749181576,3.0306407975442343e-13,-0.050692628563282056,6.631404950245331e-26,-0.001017684058713859,0.8194737826515056,-955.8661556066791,-957.8140736841933,1.9479180775142595,0.22814338371401072,645
hydric_stress_risk,pol_deficit,pct_rural,0.0014980219866654503,0.8052678039655794,-0.04931712606206723,1.6223633010246057e-20,-0.004576962747185872,0.3611878051458557,-909.5970004654287,-910.7645265632409,1.1675260978122424,0.1777857861283124,645
hydric_stress_risk,idx_gobernanza,pct_rural,0.011984808508634598,0.023099638405322052,-0.0447172993824379,5.152238475523642e-17,-0.005763852798406396,0.28091584975032946,-916.7402052225857,-917.5785557486374,0.8383505260517268,0.185270130992407,645
hydric_stress_risk,UAI_env,pct_rural,0.001879504008415572,0.698428986226812,-0.04821993112444561,2.3440486975628976e-20,-0.007981048250199123,0.11508283563148244,-911.0557946487274,-910.5776304533892,-0.478164195338195,0.17910682912519374,645
hydric_stress_risk,UAI_Crisk,pct_rural,0.006517107679451694,0.20396685917341317,-0.046688895444653836,3.3472124671601087e-19,-0.0024232764874046004,0.628288835963003,-910.4956837280952,-912.2613495863325,1.7656658582372984,0.1777967644683478,645
hydric_stress_risk,forest_cover,pct_preta,-0.006682144758245132,0.32604352151458627,0.012104360581999929,0.03778162226145488,-0.0028442740477696827,0.48003125821575343,-833.6533733129227,-835.1548002224804,1.501426909557722,0.08646713231122075,645
hydric_stress_risk,mean_species_richness,pct_preta,0.033451130325995886,6.265832712525161e-08,0.010344003174169421,0.055214319688538446,0.0047629910368157625,0.3532292471784516,-861.6508535612816,-862.7894207927752,1.1385672314936528,0.11823697165165249,645
hydric_stress_risk,pol_deficit,pct_preta,0.012204892155383612,0.09167476912246451,0.010140091859716031,0.0850051102263772,-0.004592639565058236,0.24691024419438268,-834.4531082928838,-835.1138013148675,0.6606930219836613,0.08884755604006042,645
hydric_stress_risk,idx_gobernanza,pct_preta,0.024387858144995545,2.2456756035672093e-06,0.007967569550451439,0.14330573427549223,0.0023055615306823377,0.6433950734245703,-854.8890143849085,-856.6747559714804,1.7857415865719304,0.11268010154991485,645
hydric_stress_risk,UAI_env,pct_preta,0.010276705187059912,0.040833402478938095,0.010636934318148416,0.054170306219042015,0.007349060461026186,0.1325572610340907,-838.6095989765781,-838.3507299348721,-0.25886904170602065,0.09166727282513631,645
hydric_stress_risk,UAI_Crisk,pct_preta,0.015185209446200672,0.0035542023561859165,0.008810245231437452,0.11122854526119694,0.0003536615603692148,0.9414454805395098,-840.056465338931,-842.0510719915555,1.9946066526244977,0.09393914541228536,645
hydric_stress_risk,forest_cover,pct_indigena,-0.005321770447128568,0.44744292844465894,-0.014692758401666438,0.007624363436363559,-0.0017692359452894078,0.8678469875961754,-837.9434138292818,-839.9157319248952,1.9723180956134456,0.09475777334878842,645
hydric_stress_risk,mean_species_richness,pct_indigena,0.03452101756459792,3.111021922647798e-08,-0.013371108965465383,0.00848641742192077,0.006069887791392864,0.47521302858955106,-866.6299923508009,-868.1204102618813,1.4904179110803852,0.12671415181549991,645
hydric_stress_risk,pol_deficit,pct_indigena,0.005272365487408192,0.3924601003313708,-0.013033138714600703,0.013799406484298726,-0.007222471267379285,0.5403527288664247,-838.0859875249189,-839.7110923057421,1.6251047808232215,0.09608597326095139,645
hydric_stress_risk,idx_gobernanza,pct_indigena,0.02552496230005331,6.442161485567953e-07,-0.004906613523961834,0.6999099704157506,0.011580369659564747,0.4541124337875233,-861.3646980621352,-862.8043474327214,1.4396493705862667,0.12228963541797659,645
hydric_stress_risk,UAI_env,pct_indigena,0.01195220294565831,0.016827841689012232,-0.02310800637894593,0.0012404041032037737,0.011733025385317265,0.12038638531940897,-844.7634046519261,-844.3534100887882,-0.4099945631378432,0.1013980205380336,645
hydric_stress_risk,UAI_Crisk,pct_indigena,0.015310661802697906,0.0033313365217510845,-0.017228009390799,0.08186047513605027,-0.005982193994505688,0.7292989310410787,-846.2709672072506,-848.1512002900904,1.8802330828398226,0.10326889445103452,645
